epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.91572938646589,6.91793,0.0939999999666214,0.520000000591278
1,6.854390723364694,6.91553,0.0939999999666214,0.5360000005912781
2,6.725669690540859,6.91181125,0.0999999999666214,0.5480000005912781
3,6.554411888122559,6.90719875,0.1059999999666214,0.5900000005912781
4,6.377698591777256,6.8998,0.1319999999666214,0.6700000003051758
5,6.2722552844456265,6.892815,0.1659999999666214,0.8020000004577637
6,6.159673111779349,6.88407,0.1980000001525879,0.9920000038146972
7,6.112276213509696,6.87411125,0.25000000001907347,1.1839999963378907
8,6.146836110523769,6.86328625,0.29800000045776365,1.3439999963378906
9,6.003247158867972,6.85198125,0.3400000004577637,1.5300000019836426
10,5.9267842429024835,6.8394625,0.4239999997329712,1.6880000047302246
11,5.96437542779105,6.8279975,0.44400000045776367,1.8659999993896483
12,5.821952785764422,6.8131725,0.49800000076293943,1.9820000048828126
13,5.8095269543784,6.79828125,0.5159999993133545,2.1519999995422365
14,5.884507656097412,6.78204375,0.5519999981689453,2.3120000024414065
15,5.754444020135062,6.76414,0.5919999981689453,2.5200000079345704
16,5.681378262383597,6.74514375,0.6659999983215332,2.756000008239746
17,5.602745567049299,6.72448125,0.7640000012207031,3.098000008544922
18,5.75695276260376,6.7027925,0.884000001373291,3.3080000061035157
19,5.657650913511004,6.6792775,0.9920000015258789,3.663999995727539
20,5.564824002129691,6.6540025,1.0979999990844727,4.031999987792969
21,5.517243589673724,6.627955,1.2159999993896484,4.339999993286133
22,5.512056044169834,6.60117375,1.3020000021362306,4.718000004272461
23,5.380217211587088,6.57224625,1.4060000103759767,5.020000015258789
24,5.465201582227435,6.542585,1.5259999996948241,5.368000015258789
25,5.369296380451748,6.5114175,1.6880000079345703,5.691999999389648
26,5.379272392817906,6.4776625,1.7800000079345704,6.117999996948242
27,5.47163326399667,6.44272125,1.910000002746582,6.474000010681152
28,5.350886174610683,6.40634,2.034000005493164,6.930000018920898
29,5.408699240003314,6.36832,2.166000005493164,7.434000003051758
30,5.381615400314331,6.32572625,2.36200000289917,8.00800001953125
31,5.384765761239188,6.28028,2.552000000305176,8.640000020141601
32,5.329008987971714,6.2312475,2.75000000869751,9.306000020751954
33,5.336584023066929,6.1806425,2.9939999981689454,10.110000002441407
34,5.230198928288051,6.125905,3.273999995727539,10.912000003051757
35,5.332716975893293,6.065755,3.646000004272461,11.854000014648438
36,5.3284426757267545,6.00249875,4.012000004882813,12.926000002441405
37,5.379585845129831,5.93469625,4.502000002746582,13.961999992675782
38,5.248456409999302,5.86401375,5.000000014038086,15.25400005859375
39,5.305416311536517,5.78615875,5.621999995727539,16.596000032958983
40,5.228204897471836,5.7039175,6.291999999389648,18.051999993896484
41,5.199859346662249,5.6187575,7.057999987182617,19.60999999511719
42,5.227242197309222,5.52761125,7.920000001831054,21.215999945068358
43,5.229047060012817,5.435825,8.800000003051759,22.874
44,5.146714857646397,5.3406125,9.754000006713866,24.692000001220702
45,5.1113923617771695,5.24168125,10.796000040283204,26.712000018310547
46,5.031121185847691,5.14099,11.82399999267578,28.53600005981445
47,5.23484822681972,5.0397525,13.010000009765625,30.498000031738282
48,5.114868436540876,4.938680625,14.250000002441407,32.338000024414065
49,5.2222446373530795,4.83803625,15.43200000366211,34.15800000122071
50,5.117173705782209,4.736945,16.606000036621094,35.90999995605469
51,5.233740670340402,4.638113125,17.78400001586914,37.690000029296876
52,5.135949747903006,4.542966875,18.880000043945312,39.353999995117185
53,5.1578777858189175,4.45089375,19.961999998779298,40.972000063476564
54,5.1042923246111185,4.35946625,21.11600004272461,42.42800005859375
55,5.093835558210101,4.271511875,22.191999973144533,43.932000002441406
56,5.088372571127755,4.18546375,23.24000000854492,45.43000001953125
57,5.054092509405954,4.10142125,24.373999990234374,46.87800001220703
58,5.2585806506020685,4.02175125,25.292000050048827,48.183999956054684
59,5.046670879636492,3.9430275,26.288000072021486,49.46400002929688
60,5.1746963092259,3.867056875,27.32400002685547,50.692
61,5.202515261513846,3.791905625,28.27400000854492,51.90199986816406
62,5.05412643296378,3.7208675,29.199999979248048,53.06800002197266
63,4.953119959150042,3.652841875,30.027999963378907,54.20200004638672
64,5.102475370679583,3.5864025,30.836000009765623,55.21000012207031
65,5.001045022691999,3.524109375,31.760000072021484,56.24800009277344
66,5.09549263545445,3.463995625,32.550000029296875,57.24400009033203
67,4.95445796421596,3.406748125,33.29399998657227,58.12200011474609
68,4.848115614482334,3.350846875,34.11600003540039,59.090000009765625
69,5.018613917487008,3.2970421875,34.82000002197265,59.90400005859375
