epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.923414979662214,6.933445,0.0879999999666214,0.4499999995803833
1,6.835324253354754,6.9291525,0.0879999999666214,0.4639999995803833
2,6.65731634412493,6.92326,0.1039999999666214,0.4819999995803833
3,6.52518538066319,6.915955,0.1099999999332428,0.5719999995803833
4,6.374248572758266,6.9083575,0.1519999999666214,0.6439999990081787
5,6.285677092415946,6.89868,0.1880000000190735,0.796000000038147
6,6.128939253943307,6.89047,0.2180000000190735,0.9459999981689453
7,6.0549192769186835,6.8819675,0.2739999997329712,1.0980000015258788
8,6.027552127838135,6.87227875,0.32399999973297117,1.2979999966430664
9,5.814149447849819,6.85987,0.3959999996185303,1.569999994506836
10,5.65549864087786,6.842435,0.4799999997711182,1.8120000109863281
11,5.659438814435687,6.81949375,0.5340000039672852,2.07800001159668
12,5.462902035032,6.78986,0.6019999987792969,2.3060000122070314
13,5.420273848942348,6.7562925,0.6739999990844726,2.614000004272461
14,5.523016589028495,6.7236575,0.7559999990844727,2.828000006713867
15,5.34639048576355,6.6951275,0.8299999964904785,3.1700000152587893
16,5.263835736683437,6.66650375,0.9480000016784668,3.4120000103759764
17,5.184324332645962,6.63676,1.0300000016784667,3.7360000048828126
18,5.367984294891357,6.60496375,1.1319999963378906,4.120000012817383
19,5.259726422173636,6.5668225,1.2720000018310547,4.520000010375977
20,5.1749765532357355,6.52196125,1.4820000022888185,5.127999994506836
21,5.102935654776437,6.4687025,1.730000002746582,5.866000003051758
22,5.11443795476641,6.41003125,2.076000003051758,7.04400002319336
23,4.987951346806118,6.34265375,2.5260000064086916,8.484000016479492
24,5.098099197660174,6.269345,3.2279999938964843,10.280000034179688
25,4.991895130702427,6.18931625,3.9520000112915037,12.260000003662109
26,4.999355963298252,6.1027825,4.929999996337891,14.482000021362305
27,5.118207045963833,6.0129825,5.96400001953125,16.833999974365234
28,4.982628379549299,5.92001,7.06599998046875,19.158000013427735
29,5.040647983551025,5.8233575,8.188000017089843,21.465999982910155
30,5.030984878540039,5.72090625,9.518000007324218,23.816000075683593
31,5.019291741507394,5.61438875,10.836000032958985,26.2900000390625
32,4.971853869301932,5.5049525,12.180000009765624,28.436000056152345
33,4.970167909349714,5.3928625,13.606000013427735,30.656000008544922
34,4.863713332584926,5.27776,14.918000032958984,32.715999982910155
35,4.9803407192230225,5.1605775,16.27399998779297,34.84800002929688
36,4.975517511367798,5.041475,17.68200000732422,37.02800000366211
37,5.029316663742065,4.920425,19.191999986572267,39.060000012207034
38,4.897661890302386,4.798701875,20.564000041503906,41.055999978027344
39,4.966632979256766,4.678085,21.869999951171874,43.02000004638672
40,4.885649749210903,4.5598075,23.19600006225586,44.85399993652344
41,4.851647751671927,4.4444625,24.46200004638672,46.605999982910156
