epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.932794552582961,6.880465749664307,0.22,0.9960000000190735
1,6.742484074372512,6.091382256622315,2.9899999981689453,9.69000003112793
2,6.49212569456834,5.347663177642822,8.174000010375977,21.642000006103515
3,6.200282573699951,4.577020550613403,15.859999984130859,35.35599998413086
4,5.9207263726454515,3.898260608520508,24.565999974365234,47.98600016845703
5,5.681504212892973,3.3836398037719726,31.89200001953125,56.98600009765625
6,5.47408285507789,2.9957937046813963,37.956000079345706,64.16400001220703
7,5.292973371652456,2.784178503417969,42.34800000976563,68.11000004882813
8,5.100638426267183,2.5420135900878904,46.27199997070313,72.0740001171875
9,5.019515404334435,2.3573016092300416,49.56000014404297,75.16400002685548
10,4.90207681289086,2.2060741426086428,52.39200010498047,77.20600012451172
11,4.768358634068416,2.1162653618621827,54.38800006347656,78.92600010009765
12,4.728520833528959,2.036852755508423,55.51199990722656,80.04799989257812
13,4.619898172525259,1.9436179277038574,57.51999997802734,81.79800009033202
14,4.6253781868861275,1.8613656449890137,58.485999868164065,82.38600000976562
15,4.511186746450571,1.8356805434799195,59.26800002929688,82.96000009277344
16,4.448968107883747,1.7857368486022949,60.47800021972656,83.74800010253907
17,4.423665853647085,1.7708297268295288,61.03800009277344,84.3560000024414
18,4.410537563837492,1.7541424187088013,62.0339999609375,84.78800000732421
19,4.412403436807486,1.6533559855651856,62.75800009033203,85.25200005859375
20,4.356945092861469,1.6354174194526672,63.520000009765624,85.6100001586914
21,4.209059192584111,1.6387712982177733,63.95200006103516,86.27599997558593
22,4.226126276529753,1.5577131713867187,64.68200008300781,86.76800007568359
23,4.229934398944561,1.545674001750946,65.16799987792969,87.14600007568359
24,4.0849141249289875,1.4848851879692078,66.046000078125,87.5440000756836
25,4.080744963425857,1.4776117259216308,66.39000010986328,87.84799989501953
26,4.066221695679885,1.4863850760269166,66.76600012939453,88.06600002197266
27,4.105369540361258,1.4725627993774415,67.3319999194336,88.25400012451172
28,4.057008330638592,1.4177539873504639,67.64600007568359,88.72800002197266
29,4.059396780454195,1.4262471446037293,67.74800005126953,88.65599999511718
30,4.023146537634043,1.4284514528656005,68.26600004394531,88.97000012207032
31,4.026161689024705,1.4026922108459472,68.95399999267578,89.20399996826171
32,3.951116781968337,1.391350254573822,69.01199989257813,89.53600004882813
33,3.9396421909332275,1.3609358156776428,69.36600001464844,89.78800009521484
34,3.9257991038835964,1.35703280834198,69.48999997070312,89.67199997070313
35,4.032286900740403,1.3296370367240906,69.87599997558594,89.84400001953125
36,3.892698177924523,1.3471022229766845,70.11800002197266,90.05400004638672
37,3.9718132660939145,1.3439270962524414,70.10600010009766,89.97399996826172
38,3.8877788965518656,1.2899173119544982,70.44599999267578,90.20999996582032
39,3.8843442293313832,1.3020486959075928,70.59200001953126,90.37000012207031
40,3.8960364231696496,1.2847223742866516,70.70400004394531,90.48599996582031
41,3.8561738454378567,1.2846993985557555,70.60800001953125,90.48800001953126
42,3.867664988224323,1.3042507865715027,70.30199991699219,90.42400007080079
43,3.8505865060366116,1.291009724559784,70.99800009765625,90.78599996826172
44,3.8032957957341123,1.2500632788467407,71.21199986083984,90.81400001708984
45,3.8435469774099498,1.2450617505455017,71.15599998779297,90.64000009521484
46,3.8419949183097253,1.2842929073524476,71.00600001953126,90.82200006835937
47,3.7940375896600576,1.3025192448997498,70.71200009765624,90.66800009765625
48,3.7818516126045814,1.2501203128051759,71.59200001464843,90.93599996582032
49,3.8062081245275645,1.2424451488876342,71.39600001464844,90.89200009277344
50,3.8163184569432187,1.2316935528755188,71.94599999023437,91.05199999023438
51,3.827397979222811,1.2952330117034911,71.7820000415039,91.00199996826171
52,3.823024731415969,1.2640924286460877,71.71200006835937,90.93400009521484
53,3.722311230806204,1.2344884044456481,72.10400015136719,91.16999999023437
54,3.747239663050725,1.2186651638221742,72.36599999023437,91.27000009521484
55,3.7446857324013343,1.2337502837371825,72.20600004150391,91.42799991210937
56,3.8356594764269314,1.2134146133613586,72.27999999023437,91.45000009521485
57,3.7771498698454637,1.2295221859169005,72.0680000390625,91.37599996582031
58,3.790449179135836,1.2440370203399658,72.25599991210937,91.37200001708985
59,3.7923867885883036,1.2179718845176697,72.7820000415039,91.63799988769532
60,3.7475411891937256,1.2134491024971008,72.66800006591797,91.62599993896484
61,3.7517702396099386,1.1881104673194884,72.61600003662109,91.66000006835938
62,3.7593862185111413,1.194315505180359,72.6999998828125,91.59999991210937
63,3.685284421994136,1.1910451907920838,72.6460000390625,91.55600016845703
64,3.7182966562417836,1.197210459098816,72.55800001220703,91.65200006835937
65,3.742497306603652,1.1989206783866881,72.80200003173829,91.77199986083984
66,3.631411524919363,1.2047342623901367,72.65600008789062,91.67599993652344
67,3.7405226597419152,1.242899260044098,72.9660000390625,91.8640000390625
68,3.6287513146033654,1.1993384209823608,73.11800007324219,91.8199999633789
69,3.694082947877737,1.1687957387924195,73.3419999609375,91.74799996582031
70,3.7136172973192654,1.2310672690963744,72.99999999023437,91.84800009277343
71,3.6833433463023257,1.1403673977279662,73.58800000732423,91.93400001220704
72,3.660981976068937,1.165170892238617,73.22600008789063,91.96800004394531
73,3.6619719175192027,1.1488729323196412,73.56199994140626,92.06400004394531
74,3.719969841150137,1.1826982719230652,73.25000003662109,91.85999993652344
75,3.68575173157912,1.160262258682251,73.53400006591797,92.12399991210937
76,3.6075896483201246,1.1743198686981202,73.43800014160156,92.07999990966798
77,3.6315938967924852,1.1573161337852478,73.6420000415039,92.2360000415039
78,3.6290982503157396,1.1630734881591798,73.72000008544921,92.16199999023438
79,3.6282999332134542,1.1274622681427002,73.82800009277344,92.31000001708985
80,3.687721509199876,1.1854149960708618,73.60200001953125,92.10000001708984
81,3.6958014323161197,1.1641604216384889,73.96999995849609,92.2059999609375
82,3.6889670078571024,1.1492685011672974,73.98199996582031,92.16200001708984
83,3.752362242111793,1.1477172451019286,73.77400014160156,92.21400009277343
84,3.6915242763666005,1.1477973396301269,74.13600000976562,92.26199990966796
85,3.6315723657608032,1.1443333682250976,74.0460000390625,92.20600007080078
86,3.5888334604410024,1.132091333732605,73.9640000390625,92.29000006591797
87,3.72372384254749,1.1386246165847778,74.2020000366211,92.41999991210938
88,3.6159133177537184,1.0956393074798585,74.53800005859375,92.6259999633789
89,3.6003592564509463,1.1257043236351014,74.41999998046875,92.45000011962891
90,3.583871685541593,1.1356467247009276,74.37000000732422,92.35200006591796
